#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CEP55	KIFC1	9606.ENSP00000360540	9606.ENSP00000393963	0	0	0	0	0.518	0	0	0.369	0.683
CEP55	UHRF1	9606.ENSP00000360540	9606.ENSP00000479617	0	0	0	0	0.557	0	0	0.480	0.760
CEP55	UBE2T	9606.ENSP00000360540	9606.ENSP00000494957	0	0	0	0	0.465	0	0	0.585	0.768
CEP55	KIF18B	9606.ENSP00000360540	9606.ENSP00000465992	0	0	0	0	0.463	0	0	0.586	0.768
CEP55	MCM10	9606.ENSP00000360540	9606.ENSP00000418268	0	0	0	0	0.689	0	0	0.368	0.795
CEP55	TK1	9606.ENSP00000360540	9606.ENSP00000468425	0	0	0	0	0.498	0	0	0.622	0.802
CEP55	ZWINT	9606.ENSP00000360540	9606.ENSP00000363055	0	0	0	0	0.781	0	0	0.418	0.867
CEP55	CHEK1	9606.ENSP00000360540	9606.ENSP00000391090	0	0	0	0	0.752	0	0	0.501	0.871
CEP55	DEPDC1	9606.ENSP00000360540	9606.ENSP00000412292	0	0	0	0	0.799	0	0	0.417	0.877
CEP55	PTTG1	9606.ENSP00000360540	9606.ENSP00000377536	0	0	0	0	0.653	0	0	0.702	0.892
CEP55	HJURP	9606.ENSP00000360540	9606.ENSP00000414109	0	0	0	0	0.798	0	0	0.623	0.921
CEP55	HMMR	9606.ENSP00000360540	9606.ENSP00000377492	0	0	0	0	0.873	0	0	0.443	0.926
CEP55	TOP2A	9606.ENSP00000360540	9606.ENSP00000411532	0	0	0	0	0.829	0	0	0.596	0.928
CEP55	KIF2C	9606.ENSP00000360540	9606.ENSP00000361298	0	0	0	0	0.834	0	0	0.703	0.948
CEP55	KIF4A	9606.ENSP00000360540	9606.ENSP00000363524	0	0	0	0	0.814	0	0	0.748	0.951
CEP55	PBK	9606.ENSP00000360540	9606.ENSP00000428489	0	0	0	0	0.842	0	0	0.740	0.957
CEP55	KIF20A	9606.ENSP00000360540	9606.ENSP00000378356	0	0	0	0	0.833	0.053	0	0.782	0.962
CHEK1	TRIP13	9606.ENSP00000391090	9606.ENSP00000166345	0	0	0	0	0.575	0.071	0	0.245	0.676
CHEK1	POLE2	9606.ENSP00000391090	9606.ENSP00000216367	0	0	0	0	0.485	0	0	0.360	0.656
CHEK1	MYBL2	9606.ENSP00000391090	9606.ENSP00000217026	0	0	0	0	0.274	0	0	0.317	0.483
CHEK1	ORC6	9606.ENSP00000391090	9606.ENSP00000219097	0	0	0	0	0.294	0	0.500	0.303	0.732
CHEK1	OIP5	9606.ENSP00000391090	9606.ENSP00000220514	0	0	0	0	0.639	0	0	0.318	0.743
CHEK1	RAD51AP1	9606.ENSP00000391090	9606.ENSP00000228843	0	0	0	0	0.537	0	0	0.590	0.802
CHEK1	FBXO5	9606.ENSP00000391090	9606.ENSP00000229758	0	0	0	0	0.479	0	0	0.593	0.779
CHEK1	GMNN	9606.ENSP00000391090	9606.ENSP00000230056	0	0	0	0	0.330	0	0	0.230	0.462
CHEK1	NCAPH	9606.ENSP00000391090	9606.ENSP00000240423	0	0	0	0	0.267	0	0	0.500	0.618
CHEK1	MND1	9606.ENSP00000391090	9606.ENSP00000240488	0	0	0	0	0.769	0	0	0.425	0.861
CHEK1	DLGAP5	9606.ENSP00000391090	9606.ENSP00000247191	0	0	0	0	0.571	0	0	0.227	0.654
CHEK1	E2F8	9606.ENSP00000391090	9606.ENSP00000250024	0	0	0	0	0.353	0	0	0.326	0.545
CHEK1	NCAPG	9606.ENSP00000391090	9606.ENSP00000251496	0	0	0	0	0.698	0	0	0.286	0.775
CHEK1	GINS2	9606.ENSP00000391090	9606.ENSP00000253462	0	0	0	0	0.526	0.088	0	0.222	0.634
CHEK1	TROAP	9606.ENSP00000391090	9606.ENSP00000257909	0	0	0	0	0.246	0	0	0.368	0.503
CHEK1	ESPL1	9606.ENSP00000391090	9606.ENSP00000257934	0	0	0	0	0.247	0	0	0.714	0.776
CHEK1	KIF23	9606.ENSP00000391090	9606.ENSP00000260363	0	0	0	0	0.524	0	0	0.370	0.687
CHEK1	KIF11	9606.ENSP00000391090	9606.ENSP00000260731	0	0	0	0	0.694	0	0	0.377	0.801
CHEK1	NDC80	9606.ENSP00000391090	9606.ENSP00000261597	0	0	0	0	0.486	0	0	0.242	0.594
CHEK1	MCM4	9606.ENSP00000391090	9606.ENSP00000262105	0	0	0	0	0.705	0.615	0.500	0.666	0.978
CHEK1	PKMYT1	9606.ENSP00000391090	9606.ENSP00000262300	0	0	0	0	0.267	0.300	0	0.489	0.715
CHEK1	GINS1	9606.ENSP00000391090	9606.ENSP00000262460	0	0	0	0	0.335	0.312	0	0.194	0.599
CHEK1	SGO1	9606.ENSP00000391090	9606.ENSP00000263753	0	0	0	0	0.319	0	0	0.193	0.427
CHEK1	MCM6	9606.ENSP00000391090	9606.ENSP00000264156	0	0	0	0	0.455	0.292	0.500	0.549	0.901
CHEK1	POLQ	9606.ENSP00000391090	9606.ENSP00000264233	0	0	0	0	0.337	0	0	0.310	0.523
CHEK1	NEIL3	9606.ENSP00000391090	9606.ENSP00000264596	0	0	0	0	0.366	0	0	0.474	0.652
CHEK1	DEPDC1B	9606.ENSP00000391090	9606.ENSP00000265036	0	0	0	0	0.446	0	0	0.085	0.471
CHEK1	MCM2	9606.ENSP00000391090	9606.ENSP00000265056	0	0	0	0	0.472	0.335	0.500	0.348	0.870
CHEK1	TICRR	9606.ENSP00000391090	9606.ENSP00000268138	0	0	0	0	0.340	0	0	0.820	0.876
CHEK1	PLK4	9606.ENSP00000391090	9606.ENSP00000270861	0	0	0	0.598	0.610	0	0	0.189	0.670
CHEK1	NUF2	9606.ENSP00000391090	9606.ENSP00000271452	0	0	0	0	0.652	0	0	0.179	0.702
CHEK1	SPC25	9606.ENSP00000391090	9606.ENSP00000282074	0	0	0	0	0.778	0	0	0	0.778
CHEK1	MAD2L1	9606.ENSP00000391090	9606.ENSP00000296509	0	0	0	0	0.785	0.088	0	0.658	0.927
CHEK1	MELK	9606.ENSP00000391090	9606.ENSP00000298048	0	0	0	0.611	0.791	0.078	0	0.392	0.873
CHEK1	PCLAF	9606.ENSP00000391090	9606.ENSP00000300035	0	0	0	0	0.463	0	0	0.189	0.545
CHEK1	PLK1	9606.ENSP00000391090	9606.ENSP00000300093	0	0	0	0.613	0.298	0	0	0.365	0.535
CHEK1	TPX2	9606.ENSP00000391090	9606.ENSP00000300403	0	0	0	0	0.584	0	0	0.223	0.663
CHEK1	CKAP2L	9606.ENSP00000391090	9606.ENSP00000305204	0	0	0	0	0.435	0	0	0	0.435
CHEK1	FEN1	9606.ENSP00000391090	9606.ENSP00000305480	0	0	0	0	0.518	0.099	0	0.688	0.853
CHEK1	SHCBP1	9606.ENSP00000391090	9606.ENSP00000306473	0	0	0	0	0.367	0	0	0.378	0.589
CHEK1	ESCO2	9606.ENSP00000391090	9606.ENSP00000306999	0	0	0	0	0.454	0	0	0.303	0.603
CHEK1	RMI2	9606.ENSP00000391090	9606.ENSP00000310356	0	0	0	0	0.255	0	0.500	0.370	0.744
CHEK1	FANCI	9606.ENSP00000391090	9606.ENSP00000310842	0	0	0	0	0.457	0	0.400	0.607	0.861
CHEK1	CLSPN	9606.ENSP00000391090	9606.ENSP00000312995	0	0	0	0	0.268	0.882	0.800	0.998	0.999
CHEK1	TYMS	9606.ENSP00000391090	9606.ENSP00000315644	0	0	0	0	0.551	0.232	0	0.635	0.863
CHEK1	SKA3	9606.ENSP00000391090	9606.ENSP00000319417	0	0	0	0	0.402	0	0	0.103	0.441
CHEK1	DSCC1	9606.ENSP00000391090	9606.ENSP00000322180	0	0	0	0	0.405	0	0	0.494	0.686
CHEK1	E2F7	9606.ENSP00000391090	9606.ENSP00000323246	0	0	0	0	0.298	0	0	0.324	0.505
CHEK1	SPAG5	9606.ENSP00000391090	9606.ENSP00000323300	0	0	0	0	0.361	0.066	0	0.251	0.514
CHEK1	KIF15	9606.ENSP00000391090	9606.ENSP00000324020	0	0	0	0	0.529	0	0	0.126	0.571
CHEK1	PIF1	9606.ENSP00000391090	9606.ENSP00000328174	0	0	0	0	0.300	0.079	0	0.436	0.605
CHEK1	KNL1	9606.ENSP00000391090	9606.ENSP00000335463	0	0	0	0	0.342	0.091	0	0.282	0.533
CHEK1	FOXM1	9606.ENSP00000391090	9606.ENSP00000342307	0	0	0	0	0.415	0.045	0	0.479	0.683
CHEK1	E2F1	9606.ENSP00000391090	9606.ENSP00000345571	0	0	0	0	0.139	0	0	0.738	0.764
CHEK1	UBE2C	9606.ENSP00000391090	9606.ENSP00000348838	0	0	0	0	0.349	0.071	0	0.530	0.691
CHEK1	H3C12	9606.ENSP00000391090	9606.ENSP00000352252	0	0	0	0	0.079	0.314	0	0.660	0.766
CHEK1	RRM2	9606.ENSP00000391090	9606.ENSP00000353770	0	0	0	0	0.463	0.079	0	0.725	0.852
CHEK1	EXO1	9606.ENSP00000391090	9606.ENSP00000355506	0	0	0	0	0.645	0.157	0.500	0.845	0.973
CHEK1	DTL	9606.ENSP00000391090	9606.ENSP00000355958	0	0	0	0	0.689	0.510	0	0.585	0.931
CHEK1	NEK2	9606.ENSP00000391090	9606.ENSP00000355966	0	0	0	0.568	0.512	0.307	0	0.196	0.704
CHEK1	KIF14	9606.ENSP00000391090	9606.ENSP00000356319	0	0	0	0	0.464	0	0	0.175	0.539
CHEK1	MKI67	9606.ENSP00000391090	9606.ENSP00000357643	0	0	0	0	0.403	0	0	0.296	0.562
CHEK1	TTK	9606.ENSP00000391090	9606.ENSP00000358813	0	0	0	0.562	0.560	0	0	0.213	0.639
CHEK1	ORC1	9606.ENSP00000391090	9606.ENSP00000360623	0	0	0	0	0.440	0.360	0.500	0.302	0.858
CHEK1	STIL	9606.ENSP00000391090	9606.ENSP00000360944	0	0	0	0	0.476	0	0	0.165	0.544
CHEK1	RAD54L	9606.ENSP00000391090	9606.ENSP00000361043	0	0	0	0	0.451	0.071	0	0.634	0.797
CHEK1	KIF2C	9606.ENSP00000391090	9606.ENSP00000361298	0	0	0	0	0.500	0	0	0.498	0.738
CHEK1	ZWINT	9606.ENSP00000391090	9606.ENSP00000363055	0	0	0	0	0.437	0	0	0.527	0.722
CHEK1	KIF4A	9606.ENSP00000391090	9606.ENSP00000363524	0	0	0	0	0.445	0	0	0.363	0.631
CHEK1	HMMR	9606.ENSP00000391090	9606.ENSP00000377492	0	0	0	0	0.552	0.066	0	0.175	0.625
CHEK1	PTTG1	9606.ENSP00000391090	9606.ENSP00000377536	0	0	0	0	0.346	0	0	0.448	0.624
CHEK1	KIF20A	9606.ENSP00000391090	9606.ENSP00000378356	0	0	0	0	0.458	0	0	0.218	0.558
CHEK1	PHGDH	9606.ENSP00000391090	9606.ENSP00000493382	0	0	0	0	0.116	0	0	0.382	0.430
CHEK1	MTFR2	9606.ENSP00000391090	9606.ENSP00000395232	0	0	0	0	0.402	0.064	0	0.064	0.430
CHEK1	KIFC1	9606.ENSP00000391090	9606.ENSP00000393963	0	0	0	0	0.345	0	0	0.192	0.448
CHEK1	DEPDC1	9606.ENSP00000391090	9606.ENSP00000412292	0	0	0	0	0.355	0	0	0.201	0.463
CHEK1	PARPBP	9606.ENSP00000391090	9606.ENSP00000440850	0	0	0	0	0.410	0	0	0.167	0.488
CHEK1	DHFR	9606.ENSP00000391090	9606.ENSP00000396308	0	0	0	0	0.240	0.162	0	0.273	0.496
CHEK1	UHRF1	9606.ENSP00000391090	9606.ENSP00000479617	0	0	0	0	0.381	0	0	0.259	0.522
CHEK1	GTSE1	9606.ENSP00000391090	9606.ENSP00000415430	0	0	0	0	0.419	0	0	0.271	0.558
CHEK1	TK1	9606.ENSP00000391090	9606.ENSP00000468425	0	0	0	0	0.278	0	0	0.429	0.570
CHEK1	HJURP	9606.ENSP00000391090	9606.ENSP00000414109	0	0	0	0	0.487	0	0	0.378	0.667
CHEK1	UBE2T	9606.ENSP00000391090	9606.ENSP00000494957	0	0	0	0	0.378	0.314	0	0.380	0.712
CHEK1	PBK	9606.ENSP00000391090	9606.ENSP00000428489	0	0	0	0	0.641	0.067	0	0.273	0.735
CHEK1	RECQL4	9606.ENSP00000391090	9606.ENSP00000482313	0	0	0	0	0.191	0.299	0	0.583	0.743
CHEK1	TOP2A	9606.ENSP00000391090	9606.ENSP00000411532	0	0	0	0	0.520	0.194	0	0.736	0.889
CHEK1	MCM10	9606.ENSP00000391090	9606.ENSP00000418268	0	0	0	0	0.776	0	0.500	0.746	0.969
CHEK1	RAD51	9606.ENSP00000391090	9606.ENSP00000493712	0	0	0	0	0.573	0.553	0.750	0.973	0.998
CIT	TRIP13	9606.ENSP00000376306	9606.ENSP00000166345	0	0	0	0	0.270	0.292	0	0	0.461
CIT	KIF23	9606.ENSP00000376306	9606.ENSP00000260363	0	0	0	0	0.465	0.328	0	0.749	0.902
CIT	KIF11	9606.ENSP00000376306	9606.ENSP00000260731	0	0	0	0	0.410	0.292	0	0.174	0.625
CIT	NDC80	9606.ENSP00000376306	9606.ENSP00000261597	0	0	0	0	0.403	0	0	0.115	0.449
CIT	MCM4	9606.ENSP00000376306	9606.ENSP00000262105	0	0	0	0	0.235	0.292	0	0.064	0.448
CIT	DEPDC1B	9606.ENSP00000376306	9606.ENSP00000265036	0	0	0	0	0.188	0	0.400	0	0.492
CIT	NUF2	9606.ENSP00000376306	9606.ENSP00000271452	0	0	0	0	0.365	0.312	0	0.056	0.552
CIT	TPX2	9606.ENSP00000376306	9606.ENSP00000300403	0	0	0	0	0.256	0.292	0	0.074	0.470
CIT	FANCI	9606.ENSP00000376306	9606.ENSP00000310842	0	0	0	0	0.248	0.292	0	0	0.444
CIT	KIF14	9606.ENSP00000376306	9606.ENSP00000356319	0	0	0	0	0.181	0.325	0.500	0.905	0.970
CIT	MKI67	9606.ENSP00000376306	9606.ENSP00000357643	0	0	0	0	0.235	0.292	0	0.077	0.456
CIT	KIF2C	9606.ENSP00000376306	9606.ENSP00000361298	0	0	0	0	0.262	0.292	0	0.046	0.458
CIT	KIF4A	9606.ENSP00000376306	9606.ENSP00000363524	0	0	0	0	0.279	0	0	0.747	0.809
CIT	RAD51	9606.ENSP00000376306	9606.ENSP00000493712	0	0	0	0	0.195	0.292	0	0	0.405
CIT	TOP2A	9606.ENSP00000376306	9606.ENSP00000411532	0	0	0	0	0.271	0.292	0	0	0.462
CIT	DIAPH3	9606.ENSP00000376306	9606.ENSP00000383178	0	0	0	0	0.156	0	0.400	0.096	0.502
CIT	KIF20A	9606.ENSP00000376306	9606.ENSP00000378356	0	0	0	0	0.470	0.328	0	0.852	0.943
CKAP2L	TRIP13	9606.ENSP00000305204	9606.ENSP00000166345	0	0	0	0	0.436	0	0	0.222	0.542
CKAP2L	OIP5	9606.ENSP00000305204	9606.ENSP00000220514	0	0	0	0	0.400	0	0	0.105	0.440
CKAP2L	RAD51AP1	9606.ENSP00000305204	9606.ENSP00000228843	0	0	0	0	0.427	0	0	0.245	0.548
CKAP2L	NCAPH	9606.ENSP00000305204	9606.ENSP00000240423	0	0	0	0	0.338	0	0	0.305	0.520
CKAP2L	MND1	9606.ENSP00000305204	9606.ENSP00000240488	0	0	0	0	0.517	0	0	0.246	0.620
CKAP2L	DLGAP5	9606.ENSP00000305204	9606.ENSP00000247191	0	0	0	0	0.733	0	0	0.632	0.897
CKAP2L	PIMREG	9606.ENSP00000305204	9606.ENSP00000250056	0	0	0	0	0.435	0	0	0.272	0.571
CKAP2L	NCAPG	9606.ENSP00000305204	9606.ENSP00000251496	0	0	0	0	0.771	0	0	0.431	0.864
CKAP2L	GINS2	9606.ENSP00000305204	9606.ENSP00000253462	0	0	0	0	0.338	0	0	0.258	0.487
CKAP2L	TROAP	9606.ENSP00000305204	9606.ENSP00000257909	0	0	0	0	0.478	0	0	0.330	0.635
CKAP2L	ESPL1	9606.ENSP00000305204	9606.ENSP00000257934	0	0	0	0	0.329	0	0	0.164	0.415
CKAP2L	KIF23	9606.ENSP00000305204	9606.ENSP00000260363	0	0	0	0	0.516	0	0	0.393	0.693
CKAP2L	KIF11	9606.ENSP00000305204	9606.ENSP00000260731	0	0	0	0	0.762	0	0	0.220	0.806
CKAP2L	NDC80	9606.ENSP00000305204	9606.ENSP00000261597	0	0	0	0	0.465	0	0	0	0.465
CKAP2L	MCM4	9606.ENSP00000305204	9606.ENSP00000262105	0	0	0	0	0.328	0	0	0.214	0.449
CKAP2L	SGO1	9606.ENSP00000305204	9606.ENSP00000263753	0	0	0	0	0.647	0	0	0.314	0.747
CKAP2L	POLQ	9606.ENSP00000305204	9606.ENSP00000264233	0	0	0	0	0.440	0	0	0.135	0.494
CKAP2L	NEIL3	9606.ENSP00000305204	9606.ENSP00000264596	0	0	0	0	0.351	0	0	0.134	0.413
CKAP2L	DEPDC1B	9606.ENSP00000305204	9606.ENSP00000265036	0	0	0	0	0.645	0	0	0	0.645
CKAP2L	TICRR	9606.ENSP00000305204	9606.ENSP00000268138	0	0	0	0	0.409	0	0	0	0.408
CKAP2L	PLK4	9606.ENSP00000305204	9606.ENSP00000270861	0	0	0	0	0.766	0	0	0.069	0.772
CKAP2L	NUF2	9606.ENSP00000305204	9606.ENSP00000271452	0	0	0	0	0.643	0	0	0.369	0.765
CKAP2L	SPC25	9606.ENSP00000305204	9606.ENSP00000282074	0	0	0	0	0.425	0	0	0	0.424
CKAP2L	SKA1	9606.ENSP00000305204	9606.ENSP00000285116	0	0	0	0	0.478	0	0	0.247	0.590
CKAP2L	POC1A	9606.ENSP00000305204	9606.ENSP00000296484	0	0	0	0	0.633	0	0	0	0.633
CKAP2L	MAD2L1	9606.ENSP00000305204	9606.ENSP00000296509	0	0	0	0	0.337	0	0	0.153	0.414
CKAP2L	MELK	9606.ENSP00000305204	9606.ENSP00000298048	0	0	0	0	0.766	0	0	0.643	0.912
CKAP2L	PLK1	9606.ENSP00000305204	9606.ENSP00000300093	0	0	0	0	0.429	0	0	0.204	0.526
CKAP2L	TPX2	9606.ENSP00000305204	9606.ENSP00000300403	0	0	0	0	0.630	0	0	0.368	0.756
CKAP2L	ZWINT	9606.ENSP00000305204	9606.ENSP00000363055	0	0	0	0	0.320	0	0	0.175	0.415
CKAP2L	UHRF1	9606.ENSP00000305204	9606.ENSP00000479617	0	0	0	0	0.393	0	0	0.108	0.435
CKAP2L	PARPBP	9606.ENSP00000305204	9606.ENSP00000440850	0	0	0	0	0.342	0	0	0.200	0.451
CKAP2L	FANCI	9606.ENSP00000305204	9606.ENSP00000310842	0	0	0	0	0.451	0	0	0	0.451
CKAP2L	DIAPH3	9606.ENSP00000305204	9606.ENSP00000383178	0	0	0	0	0.428	0	0	0.089	0.456
CKAP2L	STIL	9606.ENSP00000305204	9606.ENSP00000360944	0	0	0	0	0.435	0	0	0.094	0.466
CKAP2L	RAD54L	9606.ENSP00000305204	9606.ENSP00000361043	0	0	0	0	0.339	0	0	0.227	0.467
CKAP2L	E2F7	9606.ENSP00000305204	9606.ENSP00000323246	0	0	0	0	0.473	0	0	0	0.473
CKAP2L	KNL1	9606.ENSP00000305204	9606.ENSP00000335463	0	0	0	0	0.445	0	0	0.092	0.474
CKAP2L	ESCO2	9606.ENSP00000305204	9606.ENSP00000306999	0	0	0	0	0.468	0	0	0.070	0.484
CKAP2L	RRM2	9606.ENSP00000305204	9606.ENSP00000353770	0	0	0	0	0.393	0	0	0.199	0.493
CKAP2L	FOXM1	9606.ENSP00000305204	9606.ENSP00000342307	0	0	0	0	0.442	0	0	0.138	0.498
CKAP2L	PTTG1	9606.ENSP00000305204	9606.ENSP00000377536	0	0	0	0	0.431	0	0	0.180	0.513
CKAP2L	SPAG5	9606.ENSP00000305204	9606.ENSP00000323300	0	0	0	0	0.338	0	0	0.296	0.514
CKAP2L	UBE2T	9606.ENSP00000305204	9606.ENSP00000494957	0	0	0	0	0.478	0	0	0.119	0.520
CKAP2L	EXO1	9606.ENSP00000305204	9606.ENSP00000355506	0	0	0	0	0.429	0	0	0.237	0.545
CKAP2L	TK1	9606.ENSP00000305204	9606.ENSP00000468425	0	0	0	0	0.214	0	0	0.477	0.571
CKAP2L	UBE2C	9606.ENSP00000305204	9606.ENSP00000348838	0	0	0	0	0.427	0	0	0.290	0.575
CKAP2L	MCM10	9606.ENSP00000305204	9606.ENSP00000418268	0	0	0	0	0.435	0	0	0.290	0.581
CKAP2L	MKI67	9606.ENSP00000305204	9606.ENSP00000357643	0	0	0	0	0.523	0	0	0.185	0.594
CKAP2L	SHCBP1	9606.ENSP00000305204	9606.ENSP00000306473	0	0	0	0	0.527	0	0	0.224	0.617
CKAP2L	NEK2	9606.ENSP00000305204	9606.ENSP00000355966	0	0	0	0	0.540	0	0	0.205	0.618
CKAP2L	KIF18B	9606.ENSP00000305204	9606.ENSP00000465992	0	0	0	0	0.312	0	0	0.474	0.622
CKAP2L	TTK	9606.ENSP00000305204	9606.ENSP00000358813	0	0	0	0	0.426	0	0	0.419	0.652
CKAP2L	DEPDC1	9606.ENSP00000305204	9606.ENSP00000412292	0	0	0	0	0.507	0	0	0.324	0.652
CKAP2L	KIF15	9606.ENSP00000305204	9606.ENSP00000324020	0	0	0	0	0.535	0	0	0.284	0.652
CKAP2L	GTSE1	9606.ENSP00000305204	9606.ENSP00000415430	0	0	0	0	0.630	0	0	0.317	0.736
CKAP2L	PBK	9606.ENSP00000305204	9606.ENSP00000428489	0	0	0	0	0.767	0	0	0.074	0.775
CKAP2L	SKA3	9606.ENSP00000305204	9606.ENSP00000319417	0	0	0	0	0.764	0	0	0.125	0.784
CKAP2L	KIF2C	9606.ENSP00000305204	9606.ENSP00000361298	0	0	0	0	0.689	0	0	0.369	0.795
CKAP2L	HMMR	9606.ENSP00000305204	9606.ENSP00000377492	0	0	0	0	0.768	0	0	0.226	0.812
CKAP2L	TOP2A	9606.ENSP00000305204	9606.ENSP00000411532	0	0	0	0	0.766	0	0	0.306	0.830
CKAP2L	KIF20A	9606.ENSP00000305204	9606.ENSP00000378356	0	0	0	0	0.769	0	0	0.323	0.836
CKAP2L	KIFC1	9606.ENSP00000305204	9606.ENSP00000393963	0	0	0	0	0.763	0	0	0.349	0.839
CKAP2L	KIF4A	9606.ENSP00000305204	9606.ENSP00000363524	0	0	0	0	0.763	0	0	0.366	0.843
CKAP2L	KIF14	9606.ENSP00000305204	9606.ENSP00000356319	0	0	0	0	0.767	0	0	0.394	0.852
CKAP2L	HJURP	9606.ENSP00000305204	9606.ENSP00000414109	0	0	0	0	0.781	0	0	0.620	0.913
CLSPN	POLE2	9606.ENSP00000312995	9606.ENSP00000216367	0	0	0	0	0.369	0.800	0	0.232	0.894
CLSPN	MYBL2	9606.ENSP00000312995	9606.ENSP00000217026	0	0	0	0	0.282	0	0	0.213	0.411
CLSPN	ORC6	9606.ENSP00000312995	9606.ENSP00000219097	0	0	0	0	0.175	0	0.500	0.189	0.636
CLSPN	RAD51AP1	9606.ENSP00000312995	9606.ENSP00000228843	0	0	0	0	0.304	0	0	0.247	0.454
CLSPN	FBXO5	9606.ENSP00000312995	9606.ENSP00000229758	0	0	0	0	0.236	0	0	0.477	0.583
CLSPN	DLGAP5	9606.ENSP00000312995	9606.ENSP00000247191	0	0	0	0	0.420	0	0	0.285	0.568
CLSPN	E2F8	9606.ENSP00000312995	9606.ENSP00000250024	0	0	0	0	0.322	0	0	0.325	0.523
CLSPN	NCAPG	9606.ENSP00000312995	9606.ENSP00000251496	0	0	0	0	0.408	0	0	0.152	0.477
CLSPN	GINS2	9606.ENSP00000312995	9606.ENSP00000253462	0	0	0	0	0.251	0.800	0	0.368	0.897
CLSPN	ESPL1	9606.ENSP00000312995	9606.ENSP00000257934	0	0	0	0	0.452	0	0	0.247	0.570
CLSPN	KIF23	9606.ENSP00000312995	9606.ENSP00000260363	0	0	0	0	0.427	0	0	0.366	0.621
CLSPN	KIF11	9606.ENSP00000312995	9606.ENSP00000260731	0	0	0	0	0.527	0	0	0.358	0.683
CLSPN	NDC80	9606.ENSP00000312995	9606.ENSP00000261597	0	0	0	0	0.473	0	0	0.087	0.498
CLSPN	MCM4	9606.ENSP00000312995	9606.ENSP00000262105	0	0	0	0	0.268	0.800	0.500	0.651	0.971
CLSPN	GINS1	9606.ENSP00000312995	9606.ENSP00000262460	0	0	0	0	0.208	0.811	0	0.228	0.874
CLSPN	SGO1	9606.ENSP00000312995	9606.ENSP00000263753	0	0	0	0	0.411	0	0	0.181	0.497
CLSPN	MCM6	9606.ENSP00000312995	9606.ENSP00000264156	0	0	0	0	0.260	0.800	0.500	0.450	0.953
CLSPN	POLQ	9606.ENSP00000312995	9606.ENSP00000264233	0	0	0	0	0.300	0	0	0.271	0.468
CLSPN	DEPDC1B	9606.ENSP00000312995	9606.ENSP00000265036	0	0	0	0	0.222	0	0	0.268	0.406
CLSPN	MCM2	9606.ENSP00000312995	9606.ENSP00000265056	0	0	0	0	0.372	0.919	0.500	0.190	0.976
CLSPN	TICRR	9606.ENSP00000312995	9606.ENSP00000268138	0	0	0	0	0.361	0	0	0.486	0.658
CLSPN	PLK4	9606.ENSP00000312995	9606.ENSP00000270861	0	0	0	0	0.263	0	0	0.231	0.410
CLSPN	NUF2	9606.ENSP00000312995	9606.ENSP00000271452	0	0	0	0	0.400	0	0	0.299	0.561
CLSPN	SKA1	9606.ENSP00000312995	9606.ENSP00000285116	0	0	0	0	0.284	0	0	0.203	0.405
CLSPN	MELK	9606.ENSP00000312995	9606.ENSP00000298048	0	0	0	0	0.310	0	0	0.386	0.558
CLSPN	PLK1	9606.ENSP00000312995	9606.ENSP00000300093	0	0	0	0	0.221	0.587	0	0.808	0.933
CLSPN	FEN1	9606.ENSP00000312995	9606.ENSP00000305480	0	0	0	0	0.243	0	0	0.508	0.611
CLSPN	ESCO2	9606.ENSP00000312995	9606.ENSP00000306999	0	0	0	0	0.481	0	0	0.218	0.577
CLSPN	FANCI	9606.ENSP00000312995	9606.ENSP00000310842	0	0	0	0	0.318	0	0	0.435	0.598
CLSPN	FOXM1	9606.ENSP00000312995	9606.ENSP00000342307	0	0	0	0	0.289	0	0	0.192	0.401
CLSPN	E2F1	9606.ENSP00000312995	9606.ENSP00000345571	0	0	0	0	0.216	0	0	0.270	0.404
CLSPN	KIF20A	9606.ENSP00000312995	9606.ENSP00000378356	0	0	0	0	0.311	0	0	0.173	0.406
CLSPN	KIF18B	9606.ENSP00000312995	9606.ENSP00000465992	0	0	0	0	0.383	0	0	0.144	0.449
CLSPN	PBK	9606.ENSP00000312995	9606.ENSP00000428489	0	0	0	0	0.341	0	0	0.203	0.453
CLSPN	UHRF1	9606.ENSP00000312995	9606.ENSP00000479617	0	0	0	0	0.280	0	0	0.308	0.481
CLSPN	E2F7	9606.ENSP00000312995	9606.ENSP00000323246	0	0	0	0	0.262	0	0	0.328	0.483
CLSPN	DTL	9606.ENSP00000312995	9606.ENSP00000355958	0	0	0	0	0.393	0	0	0.315	0.566
CLSPN	TTK	9606.ENSP00000312995	9606.ENSP00000358813	0	0	0	0	0.481	0	0	0.199	0.567
CLSPN	RRM2	9606.ENSP00000312995	9606.ENSP00000353770	0	0	0	0	0.401	0	0	0.316	0.573
CLSPN	DSCC1	9606.ENSP00000312995	9606.ENSP00000322180	0	0	0	0	0.221	0	0	0.477	0.575
CLSPN	KIF15	9606.ENSP00000312995	9606.ENSP00000324020	0	0	0	0	0.616	0	0	0	0.616
CLSPN	KIF4A	9606.ENSP00000312995	9606.ENSP00000363524	0	0	0	0	0.426	0	0	0.364	0.619
CLSPN	NEK2	9606.ENSP00000312995	9606.ENSP00000355966	0	0	0	0	0.380	0	0	0.439	0.637
